Symbol,CompanyName,Exchange,Industry,Website,Description,CEO,IssueType,Sector
"HCC","Warrior Met Coal Inc.","New York Stock Exchange","Coal","http://www.warriormetcoal.com","Warrior Met Coal Inc produces and exports metallurgical coal for the steel industry. The company has underground mines located in Brookwood, Alabama, southwest of Birmingham and near Tuscaloosa.","Walter Scheller","cs","Basic Materials"
"HCCI","Heritage-Crystal Clean Inc.","Nasdaq Global Select","Industrial Products","http://www.crystal-clean.com","Heritage-Crystal Clean, Inc provides parts cleaning, used oil re-refining and hazardous and non-hazardous waste services to small and mid-sized customers in both the manufacturing and vehicle service sectors.","Brian J. Recatto","cs","Industrials"
"HCHC","HC2 Holdings Inc.","New York Stock Exchange","Communication Services","http://www.hc2.com","HC2 Holdings Inc is a diversified holding company which engages in construction, marine services, insurance, telecommunications, energy, life sciences, and other businesses.","Philip A. Falcone","cs","Communication Services"
"HCI","HCI Group Inc.","New York Stock Exchange","Insurance - Property & Casualty","http://www.hcpci.com","HCI Group Inc is a Florida-based company property and casualty insurance company. Its operations are divided into four divisions property and casualty insurance, reinsurance, real estate, and information technology.","Paresh Patel","cs","Financial Services"
"HCKT","The Hackett Group Inc.","Nasdaq Global Select","Business Services","http://www.thehackettgroup.com","The Hackett Group Inc is an intellectual property-based strategic consultancy and enterprise benchmarking and practices implementation firm to global companies. It has one operating segment of Business and Technology Consulting Services.","Ted A. Fernandez","cs","Industrials"
"HCP","HCP Inc.","New York Stock Exchange","REITs","http://www.hcpi.com","HCP Inc is a real estate investment trust. It invests in real estate serving the healthcare industry in the U.S. It acquires, develops, leases, manages and disposes of healthcare real estate and provides financing to healthcare providers.","Thomas M. Herzog","cs","Real Estate"
"HCSG","Healthcare Services Group Inc.","Nasdaq Global Select","Business Services","http://www.hcsgcorp.com","Healthcare Services Group Inc provides management, administrative and operating expertise and services to the housekeeping, laundry, linen, facility maintenance and dietary service departments of the health care industry in United States.","Theodore Wahl","cs","Industrials"
"HD","Home Depot Inc. (The)","New York Stock Exchange","Retail - Apparel & Specialty","http://www.homedepot.com","The Home Depot Inc is a home improvement specialty retailer. Its stores sell an assortment of building materials, home improvement and lawn and garden products and provide a number of services.","Craig A. Menear","cs","Consumer Cyclical"
"HDP","Hortonworks Inc.","Nasdaq Global Select","Application Software","http://www.hortonworks.com","Hortonworks Inc is engaged in developing, distributing and supporting a new class of data management software solutions built on open source technology.","Robert Bearden","cs","Technology"
"HDS","HD Supply Holdings Inc.","Nasdaq Global Select","Industrial Distribution","http://www.hdsupply.com","HD Supply Holdings Inc is an industrial distributor. It provides a broad range of products and value-added services to customers in various sectors such as maintenance, repair and operations, infrastructure and power and specialty construction.","Joseph J. Deangelo","cs","Industrials"
"HE","Hawaiian Electric Industries Inc.","New York Stock Exchange","Utilities - Regulated","http://www.hei.com","Hawaiian Electric Industries Inc is engaged in generating, purchasing, transmission, distribution and selling of electric energy in the State of Hawaii.","Constance H. Lau","cs","Utilities"
"HEAR","Turtle Beach Corporation","NASDAQ Global Market","Communication Equipment","http://corp.turtlebeach.com","Turtle Beach Corp is mainly a provider of audio peripherals in the United States. Its products have application across various platforms such as gaming consoles, personal computers, and mobile phones.","Juergen Stark","cs","Technology"
"HEES","H&E Equipment Services Inc.","Nasdaq Global Select","Consulting & Outsourcing","http://www.he-equipment.com","H&E Equipment Services Inc is an integrated equipment services company. It rents, sells and provides parts and service support for hi-lift or aerial work platform equipment, cranes, earthmoving equipment, and industrial lift trucks categories.","John M. Engquist","cs","Industrials"
"HEI","Heico Corporation","New York Stock Exchange","Aerospace & Defense","http://www.heico.com","Heico Corp through its subsidiaries is engaged in manufacturing electronic equipment for the aviation, defense, space, medical, telecommunications and electronics industries throughout the United States and internationally.","Laurans A. Mendelson","cs","Industrials"
"","","","","","","","",""
"HELE","Helen of Troy Limited","Nasdaq Global Select","Consumer Packaged Goods","http://www.hotus.com","Helen Of Troy Ltd is a consumer products company. It designs, develops, imports and distributes Housewares, Healthcare / Home Environment, and Personal Care products.","Julien R. Mininberg","cs","Consumer Defensive"
"HES","Hess Corporation","New York Stock Exchange","Oil & Gas - E&P","http://www.hess.com","Hess Corp is an oil and gas company involved in the exploration, development, production, transportation, purchase and sale of crude oil, natural gas liquids, and natural gas with production operations.","John B. Hess","cs","Energy"
"HF","HFF Inc. Class A","New York Stock Exchange","Real Estate Services","http://www.hfflp.com","HFF Inc is a commercial real estate and capital markets services provider. The company acts as an investment bank and broker to ensure debt placement, investment sales, structured finance, loan sales and commercial loan servicing.","Mark D. Gibson","cs","Real Estate"
"HFC","HollyFrontier Corporation","New York Stock Exchange","Oil & Gas - Refining & Marketing","http://www.hollyfrontier.com","HollyFrontier Corp is a petroleum refiner producing light products such as gasoline, diesel fuel, jet fuel, specialty lubricant products, and specialty and modified asphalt. Its products are supplied to refiners, convenience store chains and retailers.","George J. Damiris","cs","Energy"
"HFWA","Heritage Financial Corporation","Nasdaq Global Select","Banks","http://www.hf-wa.com","Heritage Financial Corp is a bank holding company. The company through its subsidiary provides commercial lending and deposit relationships with small businesses and their owners in its market areas and attracting deposits from the general public.","Brian L. Vance","cs","Financial Services"
"HGV","Hilton Grand Vacations Inc.","New York Stock Exchange","Travel & Leisure","http://www.hiltongrandvacations.com","Hilton Grand Vacations Inc. is a timeshare company that markets and sells vacation ownership intervals (VOI), manages resorts in leisure and urban destinations, and operates a points-based vacation club.","Mark D. Wang","cs","Consumer Cyclical"
"HHC","The Howard Hughes Corporation","New York Stock Exchange","Real Estate Services","http://www.howardhughes.com","The Howard Hughes Corp is a real estate company. It is in the development of master planned communities and other strategic real estate development opportunities across the United States.","David Weinreb","cs","Real Estate"
"HI","Hillenbrand Inc","New York Stock Exchange","Industrial Products","http://www.Hillenbrand.com","Hillenbrand Inc is a diversified industrial company that makes and sells premium business-to-business products and services. Its segments include, the Process Equipment Group and Batesville.","Joe A. Raver","cs","Industrials"
"HIBB","Hibbett Sports Inc.","Nasdaq Global Select","Retail - Apparel & Specialty","http://www.hibbett.com","Hibbett Sports Inc is a United States-based operator of sporting goods retail stores in small to mid-sized markets mainly in the Southeast, Southwest, Mid-Atlantic and the Midwest.","Jeffry O. Rosenthal","cs","Consumer Cyclical"
"HIFR","InfraREIT Inc.","New York Stock Exchange","REITs","http://www.infrareitinc.com","InfraREIT Inc owns regulated electricity delivery infrastructure assets in Texas and the southwestern US. Its assets are spread across Texas which include power lines, substations, transmission towers managed externally managed by Hunt Utility Services.","David Campbell","cs","Real Estate"
"HIFS","Hingham Institution for Savings","NASDAQ Global Market","Banks","http://www.hinghamsavings.com","Hingham Institution for Savings is a savings bank situated in Hingham, Massachusetts. It is involved in the business of residential and commercial real estate mortgage lending and also financial and banking services.","Robert Gaughen","cs","Financial Services"
"HIG","Hartford Financial Services Group Inc. (The)","New York Stock Exchange","Insurance","http://www.thehartford.com","Hartford Financial Services Group Inc provides insurance and financial services to individual and business customers in the United States.","Christopher J. Swift","cs","Financial Services"
"HII","Huntington Ingalls Industries Inc.","New York Stock Exchange","Aerospace & Defense","http://www.huntingtoningalls.com","Huntington Ingalls Industries Inc is engaged in designing, building, overhauling & repairing ships for United States Navy and Coast Guard. The company also provides refueling and complex overhaul services for nuclear-powered aircraft carriers.","C. Michael Petters","cs","Industrials"
"HIIQ","Health Insurance Innovations Inc.","NASDAQ Global Market","Health Care Plans","http://www.hiiquote.com","Health Insurance Innovations Inc is a developer, distributor and cloud-based administrator of affordable individual health and family insurance plans including short-term medical insurance plans, guaranteed-issue and underwritten hospital indemnity plans.","Gavin Southwell","cs","Healthcare"
"HIVE","Aerohive Networks Inc.","New York Stock Exchange","Communication Equipment","http://www.aerohive.com","Aerohive Networks Inc designs and develops cloud networking and enterprise wi-fi solutions in Americas, Europe, the Middle East and Africa, and the Asia Pacific region.","David K. Flynn","cs","Technology"
"HIW","Highwoods Properties Inc.","New York Stock Exchange","REITs","http://www.highwoods.com","Highwoods Properties Inc is a real estate investment trust. The firm provides leasing, management, development, construction and other customer-related services for its properties and for third parties.","Edward J. Fritsch","cs","Real Estate"
"HK","Halcon Resources Corporation","New York Stock Exchange","Oil & Gas - E&P","http://www.halconresources.com","Halcon Resources Corp is an independent oil and natural gas company. It is engaged in the acquisition, production, exploration and development of onshore liquids-rich oil and natural gas assets in the United States.","Floyd C. Wilson","cs","Energy"
"HL","Hecla Mining Company","New York Stock Exchange","Metals & Mining","http://www.hecla-mining.com","Hecla Mining Co produces lead, zinc and bulk concentrates, which it sells to custom smelters, and unrefined bullion bars containing gold and silver, which are further refined before sale to precious metals traders.","Phillips S. Baker","cs","Basic Materials"
"HLF","Herbalife Nutrition Ltd.","New York Stock Exchange","Consumer Packaged Goods","http://www.herbalife.com","Herbalife Nutrition Ltd is a nutrition company. The company has five revenue segments: Weight Management; Targeted Nutrition; Energy, Sports, and Fitness; Outer Nutrition; and Literature, Promotional, and Other.","Richard P. Goudis","cs","Consumer Defensive"
"HLI","Houlihan Lokey Inc. Class A","New York Stock Exchange","Brokers & Exchanges","http://www.hl.com","Houlihan Lokey Inc is an investment bank with expertise in mergers and acquisitions, capital markets and strategic consulting. It operates in three segments namely, Corporate Finance, Financial Restructuring and Financial Advisory Services.","Scott L. Beiser","cs","Financial Services"
"HLIT","Harmonic Inc.","Nasdaq Global Select","Communication Equipment","http://www.harmonicinc.com","Harmonic Inc designs, manufactures and sells video infrastructure products and system solutions. It enables service providers to efficiently deliver the next generation of broadcast and on-demand services.","Patrick J. Harshman","cs","Technology"
"HLNE","Hamilton Lane Incorporated","Nasdaq Global Select","Brokers & Exchanges","http://www.hamiltonlane.com","Hamilton Lane Inc is a holding company. The Company through its holdings is a registered investment adviser providing asset management and advisory services, primarily to institutional investors, to design, build and manage private markets portfolios.","Mario L. Giannini","cs","Financial Services"
"HLT","Hilton Worldwide Holdings Inc.","New York Stock Exchange","Travel & Leisure","http://www.hiltonworldwide.com","Hilton Worldwide Holdings Inc operates hotels and resorts. The company manages a total or approximately 750,000 rooms across over 10 brands. Some of its brands include Hampton, Hilton, Home2, Curio, Canopy, and Tru.","Christopher J. Nassetta","cs","Consumer Cyclical"
"HLX","Helix Energy Solutions Group Inc.","New York Stock Exchange","Oil & Gas - Services","http://www.helixesg.com","Helix Energy Solutions Group Inc is an offshore energy services company that provides specialty services to the offshore energy industry, with emphasis on well intervention and robotics operations.","Owen E. Kratz","cs","Energy"
"HMHC","Houghton Mifflin Harcourt Company","Nasdaq Global Select","Education","http://www.hmhco.com","Houghton Mifflin Harcourt Co provides content, services and technology to both educational institutions and consumers, reaching over 50 million students in more than 150 countries. It also published trade and reference materials.","John J. Lynch","cs","Consumer Defensive"
"HMN","Horace Mann Educators Corporation","New York Stock Exchange","Insurance","http://www.horacemann.com","Horace Mann Educators Corp is an insurance holding company. The company markets and underwrites personal lines of property and casualty insurance, retirement products and life insurance in the United States of America.","Marita Zuraitis","cs","Financial Services"
"HMST","HomeStreet Inc.","Nasdaq Global Select","Banks","https://www.homestreet.com","HomeStreet Inc is a diversified financial services company. It is engaged in real estate lending. Its operating segment includes Commercial and Consumer Banking Segment and Mortgage Banking Segment.","Mark K. Mason","cs","Financial Services"
"HMSY","HMS Holdings Corp","Nasdaq Global Select","Business Services","http://www.hms.com","HMS Holdings Corp is a United States-based holding company. It operates in the healthcare insurance benefit cost containment marketplace. The company's primary offerings comprise coordination of benefits, payment integrity and eligibility verification.","William C. Lucia","cs","Industrials"
"HMTV","Hemisphere Media Group Inc.","NASDAQ Global Market","Communication Services","http://www.hemispheretv.com","Hemisphere Media Group Inc is a Spanish language media company. It is engaged in pure-play U.S. Spanish-language TV/cable network business.","Alan J. Sokol","cs","Communication Services"
"HNI","HNI Corporation","New York Stock Exchange","Industrial Products","http://www.hnicorp.com","HNI Corp provides office furniture and hearth products. It manufactures and markets products including metal and wood commercial and home office furniture and gas, electric, wood and biomass burning fireplaces and stoves for home.","Jeffrey D. Lorenger","cs","Industrials"
"HNRG","Hallador Energy Company","NASDAQ Capital Market","Coal","http://www.halladorenergy.com","Hallador Energy Co is primarily a coal mining company with operations in Indiana, USA, and it is part of the electric power generation industry. The company also has equity interests in oil and gas exploration companies in both Indiana and Michigan.","Brent K. Bilsland","cs","Basic Materials"
"HOFT","Hooker Furniture Corporation","Nasdaq Global Select","Manufacturing - Apparel & Furniture","http://www.hookerfurniture.com","Hooker Furniture Corp is a designer, marketer, importer of casegoods, leather and fabric-upholstered furniture for the residential, hospitality and contract markets. It also manufactures residential custom leather- and custom fabric-upholstered furniture.","Paul B. Toms","cs","Consumer Cyclical"
"HOG","Harley-Davidson Inc.","New York Stock Exchange","Autos","http://www.harley-davidson.com","Harley-Davidson Inc produces and sells heavyweight motorcycles, as well as offers motorcycle parts, accessories, and related services. It operates in two segments, Motorcycles and Related Products, and Financial Services.","Matthew S. Levatich","cs","Consumer Cyclical"
"HOLX","Hologic Inc.","Nasdaq Global Select","Medical Instruments & Equipment","http://www.hologic.com","Hologic Inc develops, manufactures and supplies diagnostics products, medical imaging systems and surgical products for women's health. Its products are used in diagnosis of human diseases and screen donated human blood and plasma.","Stephen P. Macmillan","cs","Healthcare"
"HOMB","Home BancShares Inc.","Nasdaq Global Select","Banks","http://www.homebancshares.com","Home BancShares Inc is active in the financial services sector in the United States. The bank provides a broad range of commercial and retail banking, as well as related financial services. The bank's main source of net revenue is net interest income.","C. Randall Sims","cs","Financial Services"
"HOME","At Home Group Inc.","New York Stock Exchange","Retail - Apparel & Specialty","http://www.athome.com","At Home Group Inc is a home decor superstore. The company is engaged in providing assortment of products for every room, in every style at everyday low prices.","Lewis L. Bird","cs","Consumer Cyclical"
"HON","Honeywell International Inc.","New York Stock Exchange","Industrial Products","http://www.honeywell.com","Honeywell International Inc is a diversified technology and manufacturing company serving customers with aerospace products and services, energy efficient products and solutions, specialty chemicals, electronic, refining and petrochemicals.","Darius Adamczyk","cs","Industrials"
"HONE","HarborOne Bancorp Inc.","Nasdaq Global Select","Banks","https://www.harborone.com","HarborOne Bancorp Inc is a bank holding company. The company through its subsidiary offers traditional deposit accounts, including checking accounts, savings accounts, money market accounts and certificate of deposit accounts.","James W. Blake","cs","Financial Services"
"HOPE","Hope Bancorp Inc.","Nasdaq Global Select","Banks","http://www.bankofhope.com","Hope Bancorp Inc operates in the financial service sector. It provides banking products to small and medium-sized businesses.","Kevin Sung Kim","cs","Financial Services"
"HOV","Hovnanian Enterprises Inc. Class A","New York Stock Exchange","Homebuilding & Construction","http://www.khov.com","Hovnanian Enterprises Inc is an American construction company. It designs, constructs, markets and sells single-family detached homes, attached townhomes and condominiums, urban infill and active lifestyle homes in planned residential developments.","Ara K. Hovnanian","cs","Consumer Cyclical"
"HP","Helmerich & Payne Inc.","New York Stock Exchange","Oil & Gas - Drilling","http://www.hpinc.com","Helmerich & Payne Inc is engaged in contract drilling of oil and gas wells for oil and gas exploration and production companies. Its business comprises of three reportable segments, U.S. Land, Offshore and International Land.","John W. Lindsay","cs","Energy"
"HPE","Hewlett Packard Enterprise Company","New York Stock Exchange","Communication Equipment","https://www.hpe.com","Hewlett Packard Enterprise Co is a communication equipment company that provides servers, storage, networking and technology services. Its business segments are Enterprise Group, Software, Enterprise Services, Financial Services and Corporate Investments.","Margaret C. Whitman","cs","Technology"
"HPP","Hudson Pacific Properties Inc.","New York Stock Exchange","REITs","http://www.hudsonpacificproperties.com","Hudson Pacific Properties Inc is a real estate investment trust engaged in owning, operating and acquiring office properties and media and entertainment properties in selected growth markets in Northern and Southern California and the Pacific Northwest.","Victor J. Coleman","cs","Real Estate"
"HPQ","HP Inc.","New York Stock Exchange","Computer Hardware","http://www.hp.com","HP Inc provides products, technologies, software, solutions and services to individual consumers, small- and medium-sized businesses including customers in the government, health and education sectors.","Dion J. Weisler","cs","Technology"
"HPR","","","","","","","",""
"HPT","Hospitality Properties Trust","Nasdaq Global Select","REITs","http://www.hptreit.com","Hospitality Properties Trust is a real estate investment trust providing capital to owners and operators in hospitality industries. Its segments consist of hotel real estate investments and travel center real estate investment.","","cs","Real Estate"
"HQY","HealthEquity Inc.","Nasdaq Global Select","Application Software","http://www.healthequity.com","HealthEquity Inc is a technology-enabled services platform that empowers consumers to make healthcare saving and spending decisions. Its products & services include healthcare saving & spending platform, health savings accounts, and healthcare incentives.","Jon Kessler","cs","Technology"
"HR","Healthcare Realty Trust Incorporated","New York Stock Exchange","REITs","http://www.healthcarerealty.com","Healthcare Realty Trust Inc is a healthcare facility real estate investment trust. It focuses on owning, leasing, and managing outpatient facilities and other healthcare properties. It generates all of its revenue in the United States.","Todd Meredith","cs","Real Estate"
"HRB","H&R Block Inc.","New York Stock Exchange","Personal Services","http://www.hrblock.com","H&R Block Inc is a consumer tax services provider. It provides assisted income tax return preparation, digital do-it-yourself tax solutions and other services and products related to income tax return preparation to the public in the United States.","Jeffrey J. Jones","cs","Consumer Cyclical"
"HRC","Hill-Rom Holdings Inc","New York Stock Exchange","Medical Instruments & Equipment","http://www.hill-rom.com","Hill-Rom Holdings Inc is engaged in selling and renting patient support and near-patient technologies and services, and health information technology solutions in the U.S and Canada.","John P. Groetelaars","cs","Healthcare"
"HRI","Herc Holdings Inc.","New York Stock Exchange","Consulting & Outsourcing","https://www.hercrentals.com","Herc Holdings Inc is an engaged in the industrial equipment rental business. Its fleet include aerial, earthmoving, material handling, trucks and trailers and lighting. It also provides pumping solutions, power generation, climate control equipment.","Lawrence H. Silber","cs","Industrials"
"HRL","Hormel Foods Corporation","New York Stock Exchange","Consumer Packaged Goods","http://www.hormelfoods.com","Hormel Foods Corp is engaged in manufacturing and sale of variety of food products primarily, pork and turkey and the marketing of those products throughout the United States and internationally.","","cs","Consumer Defensive"
"HRS","Harris Corporation","New York Stock Exchange","Communication Equipment","http://www.harris.com","Harris Corp develops, manufactures and sells technology-based solutions that serve government and commercial customers' mission-critical challenges. Its products include communications systems, serving defense and public safety networks amongst other.","William M. Brown","cs","Technology"
"HRTG","Heritage Insurance Holdings Inc.","New York Stock Exchange","Insurance - Property & Casualty","http://www.heritagepci.com","Heritage Insurance Holdings Inc is a property and casualty insurance holding company. The company provides personal residential insurance for single-family homeowners and condominium owners, rental property insurance and commercial residential insurance.","Bruce Lucas","cs","Financial Services"
"HRTX","Heron Therapeutics Inc.","NASDAQ Capital Market","Drug Manufacturers","http://www.herontx.com","Heron Therapeutics Inc is a biotechnology company, developing products to address unmet medical needs. It is developing novel, patient-focused solutions that apply its science and technologies to already-approved pharmacological agents.","Barry D. Quart","cs","Healthcare"
"HSC","Harsco Corporation","New York Stock Exchange","Metals & Mining","http://www.harsco.com","Harsco Corp is a provider of industrial services and engineered products. The company has three reportable segment namely Harsco Metals and Minerals, Harsco Industrial and Harsco Rail.","F. Nicholas Grasberger","cs","Basic Materials"
"HSDT","Helius Medical Technologies Inc.","NASDAQ Capital Market","Medical Devices","http://www.heliusmedical.com","Helius Medical Technologies Inc is engaged in the business of medical technology industry. The Company's operations include the development, licensing and acquisition of non-invasive platform technologies.","Philippe Deschamps","cs","Healthcare"
"HSIC","Henry Schein Inc.","Nasdaq Global Select","Medical Distribution","http://www.henryschein.com","Henry Schein Inc is a provider of healthcare products and services to office-based dental, animal health and medical practitioners. The company also serves dental laboratories, government and institutional health care clinics.","Stanley M. Bergman","cs","Healthcare"
"HSII","Heidrick & Struggles International Inc.","Nasdaq Global Select","Employment Services","http://www.heidrick.com","Heidrick & Struggles International Inc is an advisory firm providing executive search, leadership consulting and culture shaping services.","Krishnan Rajagopalan","cs","Industrials"
"HSKA","Heska Corporation","NASDAQ Capital Market","Medical Diagnostics & Research","http://www.heska.com","Heska Corp is engaged in developing, manufacturing, marketing, selling and supporting veterinary products. The Company's core focus is on the canine and feline companion animal health markets.","Kevin S. Wilson","cs","Healthcare"
"HST","Host Hotels & Resorts Inc.","New York Stock Exchange","REITs","http://www.hosthotels.com","Host Hotels & Resorts Inc is a lodging real estate investment trust. It owns properties and conducts operations. Its properties include luxury and upper-upscale hotels.","James F. Risoleo","cs","Real Estate"
"HSTM","HealthStream Inc.","Nasdaq Global Select","Application Software","http://www.healthstream.com","HealthStream Inc provides software-as-a-service-based workforce development solutions for healthcare organizations. Its segment includes Healthstream workforce solutions, Healthstream patient experience solutions, and Healthstream provider solutions.","Robert A. Frist","cs","Technology"
"HSY","The Hershey Company","New York Stock Exchange","Consumer Packaged Goods","http://www.thehersheycompany.com","The Hershey Co operates as a confectionery manufacturer in the United States engaged in the chocolate industry. The firm has more than 80 brands, including Hershey's, Reese's, Kit Kat, Twizzlers, and Ice Breakers with a business presence across the world.","Michele G. Buck","cs","Consumer Defensive"
"HT","Hersha Hospitality Trust Class A of Beneficial Interest","New York Stock Exchange","REITs","http://www.hersha.com","Hersha Hospitality Trust is a self-advised Maryland real estate investment trust. It invests in institutional hotels in urban markets including New York, Washington DC, and South Florida. Its portfolio consists of approximately 46 full service properties.","Jay H. Shah","cs","Real Estate"
"HTA","Healthcare Trust of America Inc. Class A","New York Stock Exchange","REITs","http://www.htareit.com","Healthcare Trust of America Inc is a real estate investment trust that owns and operates medical office buildings in the United States. The company generates all of its revenue in the United States.","Scott D. Peters","cs","Real Estate"
"HTBI","HomeTrust Bancshares Inc.","Nasdaq Global Select","Banks","http://www.hometrustbancshares.com","HomeTrust Bancshares Inc is a bank holding company. It is engaged in attracting deposits from public & investing funds, along with borrowed funds, in loans secured by first & second mortgages on one-to four-family residences.","Dana L. Stonestreet","cs","Financial Services"
"HTBK","Heritage Commerce Corp","Nasdaq Global Select","Banks","http://www.heritagecommercecorp.com","Heritage Commerce Corporation operates as a bank holding company. The company through its subsidiary offers commercial banking services to small and medium-sized businesses and their owners, managers and employees.","Lawrence D. McGovern","cs","Financial Services"
"HTH","Hilltop Holdings Inc.","New York Stock Exchange","Banks","http://www.hilltop-holdings.com","Hilltop Holdings Inc is a diversified financial holding company. It provides business and consumer banking services from offices located throughout Texas. It also provides broker-dealer, mortgage origination, and insurance segments.","Alan White / Jeremy B. Ford","cs","Financial Services"
"HTLD","Heartland Express Inc.","Nasdaq Global Select","Transportation & Logistics","http://www.heartlandexpress.com","Heartland Express Inc is a short-to-medium-haul truckload carrier of general commodities. The company provides transportation service to shippers, using late-model equipment and a combined fleet of company-owned and owner-operator tractors.","Michael J. Gerdin","cs","Industrials"
"HTLF","Heartland Financial USA Inc.","Nasdaq Global Select","Banks","http://www.htlf.com","Heartland Financial USA Inc is a multi-bank holding company. The company through its subsidiaries provides commercial and retail banking to individuals and businesses in the communities across the United States.","Bruce K. Lee","cs","Financial Services"
"HTZ","Hertz Global Holdings Inc","New York Stock Exchange","Consulting & Outsourcing","http://www.hertz.com","Hertz Global Holdings Inc is engaged in car rental and leasing through the Hertz, Dollar, Thrifty, and Firefly brands. The company operates in countries, including locations in North America, Europe, and Asia.","Kathryn V. Marinello","cs","Industrials"
"HUBB","Hubbell Inc","New York Stock Exchange","Computer Hardware","http://www.hubbell.com","Hubbell Inc is engaged in designing, manufacturing and sale of electrical and electronic products for non-residential and residential construction, industrial and utility applications. The company's business segments are Electrical and Power.","David G. Nord","cs","Technology"
"HUBG","Hub Group Inc.","Nasdaq Global Select","Transportation & Logistics","http://www.hubgroup.com","Hub Group Inc is an asset-light freight transportation management company, which offers intermodal, truck brokerage and logistics services in the United States, Canada, and Mexico.","David P. Yeager","cs","Industrials"
"HUBS","HubSpot Inc.","New York Stock Exchange","Application Software","http://www.hubspot.com","HubSpot Inc provides a cloud-based inbound marketing and sales platform which features integrated applications to help businesses attract visitors to websites, convert visitors into leads, close leads into customers and delight customers.","Brian Halligan","cs","Technology"
"HUD","Hudson Ltd. Class A","New York Stock Exchange","Retail - Apparel & Specialty","http://www.hudsongroup.com","Hudson Ltd is a travel retailer in North America. The company operates Hudson News, Hudson Booksellers, cafes, specialty retail and duty-free shops in airports and transportation terminals in the United States and Canada.","Joseph DiDomizio","cs","Consumer Cyclical"
"HUM","Humana Inc.","New York Stock Exchange","Health Care Plans","http://www.humana.com","Humana Inc is a health care company that offers insurance products and health and wellness services. Its segments include Retail, Employer Group and Healthcare Services.","Bruce D. Broussard","cs","Healthcare"
"HUN","Huntsman Corporation","New York Stock Exchange","Chemicals","http://www.huntsman.com","Huntsman Corp acts as a manufacturer of differentiated organic chemical products and of inorganic chemical products. Its products mainly comprise a broad range of chemicals and formulations which are used in various applications.","Peter R. Huntsman","cs","Basic Materials"
"HURC","Hurco Companies Inc.","Nasdaq Global Select","Computer Hardware","http://www.hurco.com","Hurco Companies Inc is an industrial technology company that designs, manufactures and sells computerized machine tools, consisting of vertical machining centers (mills) and turning centers (lathes), to companies in the metal working industry.","Michael Doar","cs","Technology"
"HURN","Huron Consulting Group Inc.","Nasdaq Global Select","Business Services","http://www.huronconsultinggroup.com","Huron Consulting Group Inc is a provider of operational and financial consulting services. The company helps clients in various industries to improve performance, transform the enterprise, reduce costs, leverage technology, recover from distress.","James H. Roth","cs","Industrials"
"HVT","Haverty Furniture Companies Inc.","New York Stock Exchange","Retail - Apparel & Specialty","http://www.havertys.com","Haverty Furniture Companies Inc is a retailer of residential furniture and accessories. It sells home furnishings in its retail stores and via its website and offers mattresses products such as Sealy, Serta, Stearns & Foster, and Tempur-Pedic.","Clarence H. Smith","cs","Consumer Cyclical"
"HWC","Hancock Whitney Corporation","Nasdaq Global Select","Banks","https://www.hancockwhitney.com","Hancock Whitney Corp operates bank offices and financial centers. The company offers financial products and services, including traditional and online banking; commercial and small business banking; private banking; trust and investment services.","John M. Hairston","cs","Financial Services"
"HWKN","Hawkins Inc.","Nasdaq Global Select","Chemicals","http://www.hawkinsinc.com","Hawkins Inc distributes bulk chemicals and blends, manufactures and distributes specialty chemicals for its customers in various industries. The company conduct its business in three segments, Industrial, Water Treatment and Health and Nutrition.","Patrick H. Hawkins","cs","Basic Materials"
"HXL","Hexcel Corporation","New York Stock Exchange","Aerospace & Defense","http://www.hexcel.com","Hexcel Corp is a composites company. It develops, manufactures and markets composites, including carbon fibers, reinforcements, honeycomb, adhesives and composite structures, for use in Commercial Aerospace, Space and Defense, and Industrial markets.","Nick L. Stanage","cs","Industrials"
"HY","Hyster-Yale Materials Handling Inc. Class A","New York Stock Exchange","Truck Manufacturing","http://www.hyster-yale.com","Hyster-Yale Materials Handling Inc designs, engineers, manufactures, sells, and services a line of lift trucks, attachments, and aftermarket parts. It also manufactures components, such as frames, masts, and transmissions.","Alfred M. Rankin","cs","Industrials"
"HZNP","Horizon Pharma plc","Nasdaq Global Select","Drug Manufacturers","http://www.horizonpharma.com","Horizon Pharma PLC is a pharmaceutical company. The company focuses on researching, developing and commercializing medicines that address unmet treatment needs for rare and rheumatic diseases.","Timothy P. Walbert","cs","Healthcare"
"HZO","MarineMax Inc. (FL)","New York Stock Exchange","Retail - Apparel & Specialty","http://www.marinemax.com","MarineMax Inc is a recreational boat and yacht dealer in the United States. The company offers new and used recreational boats and related marine products, including engines, trailers, parts, and accessories.","","cs","Consumer Cyclical"
"I","Intelsat S.A.","New York Stock Exchange","Communication Services","http://www.intelsat.com","Intelsat SA provides satellite communication services and ground facilities related to the satellite operations and control, and teleport services.","Stephen Spengler","cs","Communication Services"
"IAC","IAC/InterActiveCorp","Nasdaq Global Select","Online Media","http://www.iac.com","IAC/InterActiveCorp is an Internet media company engaged in a variety of businesses. It's business segments include Match Group, HomeAdvisor, video, applications, publishing, and other.","Joseph Levin","cs","Technology"
"IART","Integra LifeSciences Holdings Corporation","Nasdaq Global Select","Medical Devices","https://www.integralife.com","Integra Lifesciences Holdings Corp is engaged in development, manufacturing, and marketing of product lines from its technology for applications ranging from burn and deep tissue wounds to repair of dura mater in the brain to repair of nerve and tendon.","Peter J. Arduini","cs","Healthcare"
